SBL,LATITUDE,LONGITUDE,DEED YEAR,SALE PRICE,ADDRESS,PROPERTY CLASS,PROP CLASS DESCRIPTION
1236300001013000,42.8610807552,-78.8202572934,2010,55000,475 SOUTHSIDE,210,ONE FAMILY DWELLING
1333500004035000,42.8496895948,-78.8017150497,2001,47590,24 MT VERNON,220,TWO FAMILY DWELLING
1236500005022000,42.8599938275,-78.8119499348,2007,56180,62 SEMINOLE,220,TWO FAMILY DWELLING
1231400003010000,42.8634388373,-78.8178050143,2017,71550,53 LEAMINGTON,210,ONE FAMILY DWELLING
1236500002057000,42.860355433,-78.8129326966,2001,74000,54 ROANOKE,220,TWO FAMILY DWELLING
1237800002026000,42.8551781149,-78.8306646759,2006,33990,9 LILAC,210,ONE FAMILY DWELLING
1234300006026000,42.868847579,-78.8027982779,2014,194200,245 WILLETT,220,TWO FAMILY DWELLING
1233800002035000,42.8699861294,-78.8291139425,2017,53500,103 HARRISON,210,ONE FAMILY DWELLING
1234200005001000,42.8713280988,-78.8033154431,2017,89000,336 WILLETT,220,TWO FAMILY DWELLING
1234100005039000,42.8697523051,-78.8084223708,2015,37000,103 WEISS,210,ONE FAMILY DWELLING
1234300009006000,42.8706291565,-78.7997532829,2011,87000,125 PIERCE ST,210,ONE FAMILY DWELLING
1333100003023000,42.8506003555,-78.8208159041,2011,61000,704 MCKINLEY PKWY,220,TWO FAMILY DWELLING
1237800007001000,42.8554435255,-78.828680939,2010,37000,1561 SOUTH PARK,210,ONE FAMILY DWELLING
1237700004001000,42.8558246338,-78.8344388786,2018,39700,11 PEMBINA,220,TWO FAMILY DWELLING
1225100001024000,42.8679951788,-78.8475009581,2017,14000,51 EUCLID,210,ONE FAMILY DWELLING
1223200003018100,42.87149465,-78.8584856698,1992,66700,345 FULTON,311,RESIDENTIAL VACANT LAND
1332500002013000,42.8536615979,-78.8115305577,2010,57000,34 PRINCETON,281,MULTIPLE RESIDENCES
1332300004018000,42.8533250323,-78.8212870451,2017,158000,799 MCKINLEY PKWY,210,ONE FAMILY DWELLING
1234100003020000,42.8697590585,-78.8099457149,1996,56000,104 GORSKI,210,ONE FAMILY DWELLING
1232600006011000,42.8736801952,-78.8070028905,2018,85000,324 CABLE,220,TWO FAMILY DWELLING
1333200002031000,42.8505495672,-78.8191980144,2016,116500,136 COMO,210,ONE FAMILY DWELLING
1231400002030000,42.863116096,-78.8189073845,2019,80000,24 LEAMINGTON,210,ONE FAMILY DWELLING
1232700003016000,42.8739134832,-78.8005745363,2009,48000,77 WHEELOCK,210,ONE FAMILY DWELLING
1332600001031000,42.8531062239,-78.8061261471,1993,46000,18 BUFFUM,210,ONE FAMILY DWELLING
1332400007004000,42.8524334708,-78.8166534295,2002,55000,19 MILFORD,210,ONE FAMILY DWELLING
1235700003006000,42.8627782081,-78.8111185244,2019,131000,125 PAWNEE,210,ONE FAMILY DWELLING
1234100005056000,42.8711514309,-78.8083861561,1996,33000,155 WEISS,210,ONE FAMILY DWELLING
1222700003001000,42.8761309638,-78.8433100888,2016,180000,64 FILLMORE,449,OTHER STORAGE & WAREHOUSE FACILITIES
1232600004021100,42.8736125273,-78.8055214745,2012,74000,315 BARNARD,210,ONE FAMILY DWELLING
1332200008017000,42.8532498336,-78.8297925994,2016,16000,59 SPAULDING,220,TWO FAMILY DWELLING
1332200001005000,42.8539657063,-78.831140885,2005,40000,27 SIRRET,210,ONE FAMILY DWELLING
1224800002018100,42.8667054225,-78.8624164055,1999,52500,110 ALABAMA,210,ONE FAMILY DWELLING
1235700002040000,42.8625055487,-78.8134631609,2016,23500,104 POMONA,210,ONE FAMILY DWELLING
1234100004035000,42.8696737198,-78.8093605906,1992,50000,99 GORSKI,210,ONE FAMILY DWELLING
1237200001012000,42.8594056285,-78.8187842848,2010,11000,75 UNGER,220,TWO FAMILY DWELLING
1332200006038000,42.8528412959,-78.828712645,2016,68000,26 MACAMLEY,220,TWO FAMILY DWELLING
1332700011017000,42.8528594844,-78.8013036966,2014,22000,27 JUNIOR,220,TWO FAMILY DWELLING
1221400003013000,42.860704222,-78.8657606322,2011,61709,4 LOT LINES,340,INDUSTRIAL VACANT LAND
1233400007007000,42.8715990168,-78.8075069387,2016,160000,1863 CLINTON,482,DOWNTOWN ROW TYPE (DETACHED)
1237800001036000,42.8561718335,-78.8318478405,2019,35000,679 HOPKINS,210,ONE FAMILY DWELLING
1333500005010000,42.8496819036,-78.8008161111,2019,156000,43 MT VERNON,220,TWO FAMILY DWELLING
1237200003003000,42.8578307695,-78.8172494849,2018,110000,35 HAMMERSCHMIDT,220,TWO FAMILY DWELLING
1333400002034000,42.8510393701,-78.8058653714,2019,112000,95 ST JOHNS PKSD,220,TWO FAMILY DWELLING
1224300001027100,42.8698895136,-78.8465590693,2003,11400,670 FULTON,210,ONE FAMILY DWELLING
1233500006021000,42.8720115322,-78.8005449212,2016,42000,2054 CLINTON,482,DOWNTOWN ROW TYPE (DETACHED)
1225000001018000,42.8677162105,-78.8487500403,2018,35000,26 EUCLID,210,ONE FAMILY DWELLING
1236500002025000,42.8615796663,-78.8119767514,2018,102000,105 ARMIN,210,ONE FAMILY DWELLING
1236300002008000,42.8601104878,-78.8198191556,1993,50000,65 REMINGTON,210,ONE FAMILY DWELLING
1237300003030000,42.8580904764,-78.8113714172,2012,59900,26 HAYDEN,281,MULTIPLE RESIDENCES
1333200001001000,42.8514676701,-78.8199560455,2003,13500,95 HUBBELL,210,ONE FAMILY DWELLING
1234000001018000,42.8700976248,-78.8153030888,2011,14300,86 KELBURN,210,ONE FAMILY DWELLING
1232600003007000,42.8741997811,-78.8043201276,2014,55500,84 WEAVER,220,TWO FAMILY DWELLING
1237900008020000,42.8549573785,-78.8247339796,2007,28500,68 REMOLENO,220,TWO FAMILY DWELLING
1332200007013000,42.8525408762,-78.8302947386,2015,67100,49 HOUSTON,220,TWO FAMILY DWELLING
1233800004003000,42.8686414661,-78.8301524054,2018,29000,1325 SENECA,220,TWO FAMILY DWELLING
1332400007017000,42.852765984,-78.8155997356,1998,79000,277 CUMBERLAND,220,TWO FAMILY DWELLING
1333000001024000,42.8515756433,-78.8300826734,2019,75000,56 KOESTER,220,TWO FAMILY DWELLING
1223200005032100,42.8703206065,-78.8616973033,2017,41000,226 MIAMI,220,TWO FAMILY DWELLING
1238000003006000,42.8569054886,-78.8140495803,2014,60000,187 MELROSE,411,APARTMENT
1333000006016000,42.8496684647,-78.8297246168,2008,37000,65 PRIES,210,ONE FAMILY DWELLING
1238100009020000,42.8556039585,-78.8105885071,2019,116500,2059 SENECA,210,ONE FAMILY DWELLING
1333300005013000,42.8505042241,-78.8101225039,2008,60000,100 CAZENOVIA,210,ONE FAMILY DWELLING
1233400007033000,42.8715421555,-78.8034372047,2009,57000,1975 CLINTON,220,TWO FAMILY DWELLING
1231400001006000,42.8642412235,-78.8192617829,2016,325000,2 JORDAN,330,COMMERCIAL VACANT LAND
1237400004037000,42.8582552914,-78.8062846613,2012,42400,132 WEYAND,220,TWO FAMILY DWELLING
1332600001002000,42.8542378035,-78.8072975563,2010,22000,9 ZITTEL,210,ONE FAMILY DWELLING
1332700012020000,42.8512308707,-78.8022908702,2018,110000,50 DUERSTEIN,220,TWO FAMILY DWELLING
1224800006009000,42.8652307835,-78.8639279356,2019,69000,14 VINCENNES,210,ONE FAMILY DWELLING
1235600002006000,42.863101577,-78.8168574285,2018,60000,59 AVONDALE,210,ONE FAMILY DWELLING
1238000007004000,42.8548238578,-78.8183604306,2014,79000,51 STEVENSON,220,TWO FAMILY DWELLING
1222600003014000,42.873637776,-78.8508750049,1993,24000,149 VAN RENSSELAER,281,MULTIPLE RESIDENCES
1234200005051000,42.8708054665,-78.803700058,2017,50000,303 HOLLY,220,TWO FAMILY DWELLING
1332600001039000,42.8538313247,-78.8071974455,2002,45500,2168 SENECA,482,DOWNTOWN ROW TYPE (DETACHED)
1237000003044000,42.8590055395,-78.8256915264,2014,60000,91 HEUSSY,220,TWO FAMILY DWELLING
1334000005052000,42.8466824064,-78.8158505861,2018,133000,36 LORRAINE,210,ONE FAMILY DWELLING
1238100010036000,42.8553081634,-78.8125590654,2013,20000,12 GEARY,210,ONE FAMILY DWELLING
1223400002042000,42.8731186155,-78.8511113602,2006,20500,127 VAN RENSSELAER,281,MULTIPLE RESIDENCES
1333300005004000,42.8506464176,-78.8107361943,2013,65500,89 MERIDEN,220,TWO FAMILY DWELLING
1237200006006000,42.857723202,-78.8143924704,2012,50000,203 STEVENSON,220,TWO FAMILY DWELLING
1237700005031000,42.8547111422,-78.8339199936,2009,14000,322 MYSTIC,220,TWO FAMILY DWELLING
1237900002025000,42.8554857728,-78.8211111052,2015,60000,18 MUMFORD,210,ONE FAMILY DWELLING
1237400003026000,42.8597061726,-78.8062422179,2017,50000,169 RYAN ST,210,ONE FAMILY DWELLING
1236500001076100,42.8602382038,-78.8153517173,2009,30000,1848 SENECA,425,BARS
1234200002052000,42.870465014,-78.8065366675,2008,60000,203 CABLE,220,TWO FAMILY DWELLING
1236300001045000,42.8601483998,-78.8207713456,2002,29000,48 REMINGTON,210,ONE FAMILY DWELLING
1232200002012000,42.875884638,-78.8256842722,2000,24500,146 BAITZ,210,ONE FAMILY DWELLING
1223500002056000,42.8721914687,-78.8430004426,1993,11000,44 MINTON,210,ONE FAMILY DWELLING
1237100002009100,42.8582048026,-78.823232129,2007,22980,346 SOUTHSIDE,210,ONE FAMILY DWELLING
1237200005023000,42.8589907752,-78.814565803,2009,35000,1893 SENECA,210,ONE FAMILY DWELLING
1225100001011000,42.867779409,-78.8465907391,2018,40000,218 SMITH,210,ONE FAMILY DWELLING
1334000006014000,42.846398208,-78.8185195384,1997,30000,546 MCKINLEY PKWY,220,TWO FAMILY DWELLING
1235700001024000,42.8631680989,-78.8143905008,2018,51796,104 SAGE,210,ONE FAMILY DWELLING
1333300003014000,42.8512650862,-78.810974183,2008,79394,104 MERIDEN,220,TWO FAMILY DWELLING
1235600002002000,42.8627381752,-78.8173112664,2019,54900,41 AVONDALE,210,ONE FAMILY DWELLING
1332600006008000,42.8524590697,-78.8082516313,2003,42000,186 CAZENOVIA,210,ONE FAMILY DWELLING
1332400012004000,42.8533835248,-78.8198007179,2011,55000,293 ABBOTT,220,TWO FAMILY DWELLING
1235700002046000,42.8620462275,-78.8140311819,2004,56000,82 POMONA,220,TWO FAMILY DWELLING
1237700006005000,42.8542156477,-78.8339792729,2019,50000,321 MYSTIC,220,TWO FAMILY DWELLING
1222700003014000,42.8760426261,-78.8435797604,2017,20000,23 CORNELIA,210,ONE FAMILY DWELLING
1333900002037000,42.8479477328,-78.8222613645,2011,47000,36 COLUMBUS,220,TWO FAMILY DWELLING
1232700003014100,42.8737479758,-78.800579955,1996,61000,71 WHEELOCK,210,ONE FAMILY DWELLING
1236500001026000,42.8619743804,-78.8131525854,2018,31000,95 POMONA,220,TWO FAMILY DWELLING
1238200003056000,42.855935066,-78.8054458413,2008,64900,94 ZITTEL,210,ONE FAMILY DWELLING
1238000005022000,42.8546944349,-78.8162426193,2011,133000,90 RUTLAND,210,ONE FAMILY DWELLING
1237200001017000,42.8592832257,-78.8182215421,2009,75000,66 RIVERVIEW,220,TWO FAMILY DWELLING
1237300004029000,42.8577283405,-78.810243142,2009,15000,44 RYAN ST,220,TWO FAMILY DWELLING
1235000003014000,42.8670212637,-78.8052972305,2009,75000,164 FENTON,210,ONE FAMILY DWELLING
1238100004021000,42.8569298332,-78.8084209132,2011,22000,60 WEYAND,210,ONE FAMILY DWELLING
1222300004012000,42.8737800812,-78.8685175955,2018,10489,43 MARVIN,330,COMMERCIAL VACANT LAND
1334600001039000,42.8456266678,-78.8266429512,2008,20000,149 CRYSTAL,210,ONE FAMILY DWELLING
1223300004011100,42.87065154,-78.8569992715,2018,47500,608 SOUTH PARK,210,ONE FAMILY DWELLING
1333000004011000,42.8509180118,-78.8281622253,2008,14000,107 TROWBRIDGE,210,ONE FAMILY DWELLING
1234200004009000,42.8706073185,-78.8042709692,2012,53000,298 HOLLY,210,ONE FAMILY DWELLING
1237200002043000,42.8583354645,-78.8177195145,2017,72000,42 HAMMERSCHMIDT,220,TWO FAMILY DWELLING
1238000003027000,42.8562674966,-78.8143346653,2003,38000,2 KNOERL,220,TWO FAMILY DWELLING
1234000001033000,42.8711736867,-78.815647718,2005,30000,123 ROBERTS,210,ONE FAMILY DWELLING
1333200002016000,42.8516273908,-78.8183270237,2015,82680,153 KENEFICK,210,ONE FAMILY DWELLING
1233700003006000,42.8700469289,-78.8338053165,2002,36050,1215 SENECA,220,TWO FAMILY DWELLING
1237100002013000,42.8583046843,-78.8239596972,2007,49000,75 MIDLAND,210,ONE FAMILY DWELLING
1236400003001000,42.8610676038,-78.8160837253,2015,57500,19 SAGE,220,TWO FAMILY DWELLING
1231000002024000,42.8688970244,-78.818321452,1996,60000,3 ROBERTS,482,DOWNTOWN ROW TYPE (DETACHED)
1237400002023000,42.8597949731,-78.8074126571,2019,110000,159 MINERAL SPRING,411,APARTMENT
1220500010002100,42.8726934104,-78.8713819647,1992,30000,213 SOUTH PARK,220,TWO FAMILY DWELLING
1233100002002000,42.8730862599,-78.8239753394,1995,13635,66 HUBBARD,449,OTHER STORAGE & WAREHOUSE FACILITIES
1237100005003000,42.8574485485,-78.8219659156,2019,15000,35 CUMBERLAND,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1334000003017000,42.8487546405,-78.8164728737,2008,84575,203 COLUMBUS,210,ONE FAMILY DWELLING
1334000004044000,42.8482244369,-78.8151991932,2003,68900,88 ALSACE,210,ONE FAMILY DWELLING
1236500002035000,42.8619042703,-78.8109779256,2000,46000,132 ROANOKE,220,TWO FAMILY DWELLING
1237300001026000,42.8590593005,-78.8131703205,2009,87500,14 SEMINOLE,210,ONE FAMILY DWELLING
1332400002008000,42.8539900839,-78.817877564,2018,112000,37 MELROSE,210,ONE FAMILY DWELLING
1235000004027000,42.8672178334,-78.8047059881,2018,73000,171 FENTON,210,ONE FAMILY DWELLING
1333200008017000,42.8502668386,-78.8172714742,2010,83500,65 EAGLEWOOD,210,ONE FAMILY DWELLING
1237900007017000,42.8542397488,-78.823992037,2006,70040,198 SOUTHSIDE,210,ONE FAMILY DWELLING
1233500006015000,42.8722989866,-78.8002076756,2015,75000,18 COCHRANE,220,TWO FAMILY DWELLING
1234200002023000,42.8695538007,-78.8061866112,1997,52900,166 BARNARD,210,ONE FAMILY DWELLING
1232300001023000,42.8752944565,-78.8253542769,2010,15000,129 BAITZ,210,ONE FAMILY DWELLING
1237400008013000,42.8582611483,-78.8053689005,2018,81000,151 WEYAND,220,TWO FAMILY DWELLING
1333000004071000,42.850143507,-78.8292001633,2001,50300,86 PRIES,210,ONE FAMILY DWELLING
1233500004015000,42.8728464406,-78.8027735531,2019,125000,390 WILLETT,311,RESIDENTIAL VACANT LAND
1233800002021000,42.8692363447,-78.8291166803,2017,39900,20 LESTER,220,TWO FAMILY DWELLING
1332600001011000,42.8542417997,-78.8066681233,2018,70000,15 PARKVIEW,220,TWO FAMILY DWELLING
1332200005004000,42.8523719225,-78.8286615266,2015,12041,19 MACAMLEY,220,TWO FAMILY DWELLING
1235000005027000,42.8668394727,-78.8037751942,2018,115000,159 HOLLY,210,ONE FAMILY DWELLING
1238300003010000,42.8545664363,-78.8010340609,1994,60000,160 INDIAN CHURCH,220,TWO FAMILY DWELLING
1333200008034000,42.8504452494,-78.8164697251,2015,95000,96 STRATHMORE,210,ONE FAMILY DWELLING
1236400006002000,42.8602832917,-78.8196130783,2019,60000,73 REMINGTON,210,ONE FAMILY DWELLING
1237300005005000,42.8576451651,-78.8094526939,2003,58200,57 RYAN ST,220,TWO FAMILY DWELLING
1235600001015000,42.8639101007,-78.8167382324,2000,55000,84 AVONDALE,210,ONE FAMILY DWELLING
1232900002017000,42.8714318915,-78.8344532142,2002,26000,23 WASSON,230,THREE FAMILY DWELLING
1222700003004100,42.8757596919,-78.8435258362,2014,80000,56 FILLMORE,220,TWO FAMILY DWELLING
1235700001003000,42.8632112387,-78.8150698006,1996,45000,83 JUNIATA,210,ONE FAMILY DWELLING
1238300003001000,42.8544877244,-78.802777172,2017,95000,117 BUFFUM,210,ONE FAMILY DWELLING
1223500002041000,42.8729556329,-78.8417593369,2011,18000,991 EXCHANGE,210,ONE FAMILY DWELLING
1233300004008000,42.8726279435,-78.8099834083,2009,58000,24 KRAKOW,220,TWO FAMILY DWELLING
1333400001018000,42.8515961882,-78.8063374877,2006,34000,22 TERESA,210,ONE FAMILY DWELLING
1333100003042000,42.850621364,-78.8233299336,2006,76320,69 SOUTHSIDE,230,THREE FAMILY DWELLING
1238300001003000,42.8569932143,-78.8022987819,2011,72100,10 PRITCHARD,210,ONE FAMILY DWELLING
1333500004002000,42.8497981349,-78.802160053,2016,12000,19 EDSON,230,THREE FAMILY DWELLING
1231400005001000,42.8649737355,-78.822812813,2006,250000,1603 SENECA,411,APARTMENT
1236500001030110,42.8622308849,-78.8128293329,2017,40000,107 POMONA,220,TWO FAMILY DWELLING
1233200004007100,42.8717146631,-78.8154467933,2019,58000,1651 CLINTON,220,TWO FAMILY DWELLING
1333000006008000,42.8496773764,-78.8307583736,2019,132000,35 PRIES,210,ONE FAMILY DWELLING
1237400004015000,42.8582741639,-78.8068733186,2009,53000,191 GEARY,210,ONE FAMILY DWELLING
1232700004019000,42.8742683949,-78.8016367678,2013,68000,479 OGDEN SOUTH,210,ONE FAMILY DWELLING
1237800005005000,42.855921637,-78.8269206698,2014,41496,46 ALAMO,220,TWO FAMILY DWELLING
1332700010012000,42.8522903156,-78.8005929642,2019,151000,108 DUERSTEIN,210,ONE FAMILY DWELLING
1235500002013000,42.8634587399,-78.8249268383,2018,28000,19 MELVIN,210,ONE FAMILY DWELLING
1224800005015000,42.8648684951,-78.863373755,2017,19000,84 SOUTH,210,ONE FAMILY DWELLING
1333200008046000,42.8496753754,-78.8175230389,2015,85000,56 STRATHMORE,210,ONE FAMILY DWELLING
1238000001003000,42.8565017002,-78.8188589111,1999,55000,85 MUMFORD,210,ONE FAMILY DWELLING
1333900004001000,42.8466960191,-78.8234437255,2016,56000,1906 SOUTH PARK,433,AUTO BODY AND TIRE SHOPS
1237200001009000,42.8591960516,-78.8190367185,2015,65000,67 UNGER,210,ONE FAMILY DWELLING
1237000002004000,42.8595067636,-78.8259865112,2018,134000,104 HEUSSY,210,ONE FAMILY DWELLING
1237000002022000,42.8577064478,-78.827132193,2007,42294,32 HEUSSY,210,ONE FAMILY DWELLING
1234000002009000,42.8706660979,-78.8147234231,2019,31499,107 KELBURN,210,ONE FAMILY DWELLING
1235000001045000,42.868182747,-78.807529223,2017,48000,127 WEIMAR,210,ONE FAMILY DWELLING
1333200003042000,42.850237446,-78.818189311,2009,80000,48 EAGLEWOOD,210,ONE FAMILY DWELLING
1332300007030000,42.851570846,-78.8228685241,1996,59000,20 HUBBELL,220,TWO FAMILY DWELLING
1334600002031000,42.8452574018,-78.8282664718,1999,12500,106 AMBER,210,ONE FAMILY DWELLING
1332700012010000,42.8518611976,-78.8024244135,2018,40000,35 HILLSIDE,220,TWO FAMILY DWELLING
1236300001008000,42.8606479519,-78.8207755921,1998,52000,455 SOUTHSIDE,210,ONE FAMILY DWELLING
1223500002066000,42.8723830908,-78.8440877207,2000,26500,16 MINTON,210,ONE FAMILY DWELLING
1235100004021000,42.8662705166,-78.8018261857,2018,105000,187 OGDEN SOUTH,220,TWO FAMILY DWELLING
1235500001009000,42.8640050384,-78.8252207527,2019,20000,34 MELVIN,210,ONE FAMILY DWELLING
1221100001001000,42.8652209584,-78.8561588335,2019,565000,175 KATHERINE,447,TRUCKING TERMINALS
1238100009041000,42.8545148367,-78.8126011009,2015,118000,416 LEGION NORTH,220,TWO FAMILY DWELLING
1237400002012000,42.8591301337,-78.8086241789,2004,64900,109 HAYDEN,220,TWO FAMILY DWELLING
1236500005013000,42.8606198174,-78.8111348323,2010,68400,94 SEMINOLE,210,ONE FAMILY DWELLING
1233400005028000,42.8732166945,-78.8046730123,2017,21000,45 PULASKI,210,ONE FAMILY DWELLING
1334000003042000,42.8474798034,-78.8176568223,2006,39500,22 EDGEWOOD,220,TWO FAMILY DWELLING
1236900004007000,42.857329235,-78.832587457,2018,90500,722 HOPKINS,220,TWO FAMILY DWELLING
1237900003007000,42.8568842539,-78.8211903498,2008,74900,6 MARBETH,210,ONE FAMILY DWELLING
1332300007017000,42.8515300759,-78.8213201954,2018,127000,740 MCKINLEY PKWY,220,TWO FAMILY DWELLING
1127800003035000,42.8764726638,-78.828420249,2009,28000,129 BUSHNELL,220,TWO FAMILY DWELLING
1334000003040000,42.8476112355,-78.8174780044,2018,91000,28 EDGEWOOD,220,TWO FAMILY DWELLING
1233400003018000,42.872123758,-78.8064951482,2012,22000,1894 CLINTON,482,DOWNTOWN ROW TYPE (DETACHED)
1234100003052000,42.8705869449,-78.8102882687,1995,48500,101 FREDRO,210,ONE FAMILY DWELLING
1334600001025000,42.8456473409,-78.8286082783,2006,41000,97 CRYSTAL,220,TWO FAMILY DWELLING
1231400002007000,42.8632316203,-78.8192476473,2017,75000,21 AVON,311,RESIDENTIAL VACANT LAND
1334000004030000,42.8488800577,-78.8148653269,2008,73000,109 EDGEWOOD,220,TWO FAMILY DWELLING
1234700004021000,42.8647930005,-78.8240527897,2016,57600,814 ELK,220,TWO FAMILY DWELLING
1333800001018000,42.8489706168,-78.8293814015,2008,25000,75 PAYNE,210,ONE FAMILY DWELLING
1334300004011000,42.8487944012,-78.8026180339,1996,79000,2387 SENECA,210,ONE FAMILY DWELLING
1234300007026000,42.8692715453,-78.8017822443,2016,96000,297 OGDEN SOUTH,220,TWO FAMILY DWELLING
1221000002021200,42.8702956333,-78.8672405125,2018,175000,60 MACKINAW,330,COMMERCIAL VACANT LAND
1334000005057000,42.8462990268,-78.8163841481,2016,79500,16 LORRAINE,220,TWO FAMILY DWELLING
1234700003009110,42.8657750877,-78.8206734495,2014,25000,33 ARCHER,210,ONE FAMILY DWELLING
1235000003044000,42.8683984989,-78.8056579261,2010,43000,123 BARNARD,220,TWO FAMILY DWELLING
1128300003015000,42.876984452,-78.8026441017,1996,63000,543 WILLETT,220,TWO FAMILY DWELLING
1237300001009000,42.8595507987,-78.8130475548,2007,56000,31 ROANOKE,220,TWO FAMILY DWELLING
1235100003017000,42.8662974351,-78.8024625622,1996,55200,190 OGDEN SOUTH,210,ONE FAMILY DWELLING
1235000004012000,42.8668967396,-78.8043371173,2006,89000,162 HOLLY,210,ONE FAMILY DWELLING
1223200004013000,42.8705128894,-78.8595186931,2012,49900,543 SOUTH PARK,482,DOWNTOWN ROW TYPE (DETACHED)
1234100001015000,42.8702762344,-78.81179742,1993,44500,90 SPANN,210,ONE FAMILY DWELLING
1237100004057000,42.8583080703,-78.8221413045,2007,59000,16 CUMBERLAND,210,ONE FAMILY DWELLING
1238200003046000,42.8566109683,-78.8043511073,2019,69000,134 ZITTEL,210,ONE FAMILY DWELLING
1234200002039000,42.8693127815,-78.8065662714,2016,18000,161 CABLE,220,TWO FAMILY DWELLING
1333800004017100,42.8474519432,-78.8301349295,2018,103000,788 TIFFT,210,ONE FAMILY DWELLING
1223400001020000,42.8732672154,-78.8517032938,2019,32250,130 VAN RENSSELAER,210,ONE FAMILY DWELLING
1232600006002000,42.8746193097,-78.8068486941,2019,120000,43 GRISWOLD,210,ONE FAMILY DWELLING
1237100004035000,42.856439812,-78.8196223265,2016,121000,110 CUMBERLAND,220,TWO FAMILY DWELLING
1223400003006000,42.8711170217,-78.8508749009,2011,14000,715 PERRY,281,MULTIPLE RESIDENCES
